열차 번호,노선번호,노선명,운행구간기점명,운행구간종점명,운행유형,요일구분,운행구간정거장,정거장도착시각,정거장출발시각,운행속도,운영기관전화번호,데이터기준일자,역명
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,부산역
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,중앙
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,남포
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,자갈치
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,토성
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,동대신
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,서대신
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,대티
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,괴정
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,사하
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,당리
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,하단
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,신평
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,동매
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,장림
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,신장림
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,낫개
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,다대포
1001,S2601,부산도시철도1호선,노포,다대포 해수욕장,일반,토요일,"노포,범어사,남산,두실,구서,장전,부산대,온천장,명륜,동래,교대,연산,시청,양정,부전,서면,범내골,범일,좌천,부산진,초량,부산역,중앙,남포,자갈치,토성,동대신,서대신,대티,괴정,사하,당리,하단,신평,동매,장림,신장림,낫개,다대포,다대포 해수욕장","002-05:09,003-05:11,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:24,011-05:26,012-05:28,013-05:31,014-05:33,015-05:35,016-05:37,017-05:41,018-05:42,019-05:44,020-05:46,021-05:47,022-05:49,023-05:51,024-05:53,025-05:54,026-05:57,027-06:00,028-06:02,029-06:04,030-06:06,031-06:08,032-06:09,033-06:11,034-06:14,035-06:17,036-06:20,037-06:21,038-06:23,039-06:25,040-06:28","001-05:08,002-05:10,003-05:12,004-05:13,005-05:15,006-05:17,007-05:19,008-05:21,009-05:23,010-05:25,011-05:27,012-05:30,013-05:32,014-05:34,015-05:36,016-05:39,017-05:41,018-05:43,019-05:45,020-05:46,021-05:48,022-05:50,023-05:51,024-05:53,025-05:55,026-05:57,027-06:00,028-06:03,029-06:05,030-06:06,031-06:08,032-06:10,033-06:12,034-06:15,035-06:18,036-06:20,037-06:22,038-06:24,039-06:26",31,051-1544-4005,2018-01-30,다대포 해수욕장
2005,S2602,부산도시철도2호선,양산,장산,일반,토요일,"양산,남양산,부산대양산캠퍼스,증산,호포,금곡,동원,율리,화명,수정,덕천,구명,구남,모라,모덕,덕포,사상,감전,주례,냉정,개금,동의대,가야,부암,서면,전포,국제금융센터.부산은행,문현,지게골,못골,대연,경성.부경,남천,금련산,광안,수영,민락,센텀시티,시립미술관,동백,해운대,중동,장산","002-05:13,003-05:15,004-05:17,005-05:21,006-05:24,007-05:26,008-05:28,009-05:30,010-05:32,011-05:35,012-05:37,013-05:39,014-05:41,015-05:43,016-05:44,017-05:46,018-05:49,019-05:51,020-05:52,021-05:54,022-05:56,023-05:58,024-05:59,025-06:01,026-06:04,027-06:06,028-06:07,029-06:09,030-06:11,031-06:13,032-06:14,033-06:16,034-06:18,035-06:19,036-06:21,037-06:24,038-06:26,039-06:28,040-06:29,041-06:32,042-06:33,043-06:36","001-05:11,002-05:13,003-05:15,004-05:17,005-05:22,006-05:24,007-05:26,008-05:28,009-05:30,010-05:32,011-05:35,012-05:38,013-05:39,014-05:41,015-05:43,016-05:45,017-05:47,018-05:49,019-05:51,020-05:53,021-05:55,022-05:56,023-05:58,024-06:00,025-06:02,026-06:04,027-06:06,028-06:08,029-06:09,030-06:11,031-06:13,032-06:15,033-06:16,034-06:18,035-06:20,036-06:22,037-06:24,038-06:26,039-06:28,040-06:30,041-06:32,042-06:34",32,051-1544-4005,2018-01-30,양산
